Name,Handle,Timestamp,Content,Comments,Retweets,Likes,Analytics,Tweet Link
Elon Musk (kidding),@notelonmuskkkk,2024-01-23T01:40:31.000Z,Should I buy her dinner?,350,90,731,15K,https://twitter.com/notelonmuskkkk/status/1749608012862443710
PTI,@PTIofficial,2024-01-23T18:00:33.000Z,"https://thenation.com/article/archive/imran-khan-artificial-intelligence/…“What we wanted to give the audience was the feeling that Imran Khan was there, but with the disclaimer that this was the AI voice of Imran Khan based on his notes from jail,” says Khan loyalist, Jibran Ilyas  , who masterminded the…",30,414,1K,32K,https://twitter.com/PTIofficial/status/1749854648784097421
Musa Virk,@MusaNV18,2024-01-23T20:18:01.000Z,DM your constituency's number to  Official Facebook Page and get your PTI Candidate's Name & Symbol.,40,346,634,40K,https://twitter.com/MusaNV18/status/1749889242581610891
World of Engineering,@engineers_feed,2024-01-23T05:00:00.000Z,"Elon Musk's 6 rules for insane productivity:

1) Avoid large meetings
2) Leave a meeting if you’re not contributing
3) Forget the chain of command
4) Be clear, not clever
5) Ditch frequent meetings
6) Use common sense",267,1.5K,10K,2M,https://twitter.com/engineers_feed/status/1749658217926271294
Barrister Salman Safdar,@BrSalmanSafdar,2024-01-23T10:22:49.000Z,Lahore High Court has Restored  Pre Arrest Bails of Imran Khan in Seven (7) Cases of Lahore.  Zillay Shah Murder & 9th / 10 May 23 (FIR No 96/ 23). These Bails were dismissed in August after Toshakhanna Arrest.  Great relief for IK as Arrest Stopped and Bails Restored.  Result,182,1.5K,6.1K,187K,https://twitter.com/BrSalmanSafdar/status/1749739456980992233
Zain Hussain Qureshi,@ZainHQ,2024-01-23T19:42:18.000Z,"ہم خان کے ساتھ کھڑے تھے، کھڑے ہیں اور کھڑے رہیں گے.

کیوں کہ اب 8 فروری کو عوام لے گی ظلم کا بدلہ، ووٹ سے!
'جُوتے' پر مہر لگا کر بدلیں گے اس نظام کو، بدلیں گے پاکستان کو۔#ZulmKaBadlaVoteSe #NA150 #Shoes #ملتان_کپتان_کا  
 #عمران_کا_پلڑا_بھاری_ہے",23,272,1K,15K,https://twitter.com/ZainHQ/status/1749880256067141724
PTI,@PTIofficial,2024-01-23T18:00:33.000Z,"https://thenation.com/article/archive/imran-khan-artificial-intelligence/…“What we wanted to give the audience was the feeling that Imran Khan was there, but with the disclaimer that this was the AI voice of Imran Khan based on his notes from jail,” says Khan loyalist, Jibran Ilyas  , who masterminded the…",30,414,1K,32K,https://twitter.com/PTIofficial/status/1749854648784097421
Jenni,@hashjenni,2024-01-23T11:32:36.000Z,"Having your childhood documented. Pics, videos, letters, crappy childhood art all of it.",233,25K,149K,8.5M,https://twitter.com/hashjenni/status/1749757016451797482
Tesla Synopsis,@TeslaSynopsis,2024-01-23T17:20:49.000Z,"Model X *refresh*, do you like it?",82,62,353,6.3K,https://twitter.com/TeslaSynopsis/status/1749844648338784751
PTI,@PTIofficial,2024-01-23T18:15:30.000Z,چئیرمین  عمران خان کا انتخابی مہم کےحوالے سے امیدواران کے لیے اہم پیغام:,68,528,1.5K,26K,https://twitter.com/PTIofficial/status/1749858409334149364
PTI,@PTIofficial,2024-01-22T19:47:50.000Z," Great News: PTI Candidates & Symbols portal is now updated. NA, PP, PK are complete, while only symbols left are for PS & PB. 

Link 1: http://pticandidates.comLink 2: http://insaf.pk/election2024Type in your Constituency Number to find:
- our candidate’s Electoral symbol name &…",80,593,1K,69K,https://twitter.com/PTIofficial/status/1749519257199665333
PTI,@PTIofficial,2024-01-23T08:11:53.000Z,فیصل آباد: کموکا برادری نے تحریک انصاف کے امیدواران برائے NA-101 رانا عاطف (انتخابی نشان: بوتل) اور PP-114 لطیف نذر گجر (انتخابی نشان: ریڈیو) کی  حمایت کا اعلان کر دیا,96,3K,9.9K,138K,https://twitter.com/PTIofficial/status/1749706504490394004
PTI Okara,@PTIOkaara,2024-01-23T16:47:19.000Z,"صدر اوكاڑہ پاکستان تحریک انصاف بلال عمر بودلہ نے آج باقاعدہ طارق ارشاد امیدوار برائے صوبائی اسمبلی پی پی 189 نے حمایت کا اعلان کیا ایک ساتھ چلنے کا عزم۔
انتخابی نشان 'ٹرانسفارمر' #اب_غلامی_نامنظور",14,207,618,12K,https://twitter.com/PTIOkaara/status/1749836217238343687
Aliya Hamza Malik NA 118,@aliya_hamza,2024-01-23T13:09:13.000Z,"عمران خان کی کھلاڑی عالیہ حمزہ 9 ماہ سے مقید ہیں مگر حقیقی آزادی کی جدوجہد پر ڈٹی ہیں۔#NA118 میں انکا مقابلہ، حمزہ شہباز سے ہے جسکے پاس ذاتی اور سرکاری وسائل کی بھرمار ہے،
جبکہ عالیہ کےوسائل حلقے کی عوام ہے،
انکی کیمیہن کیلئے والینٹرز  چاہئی، پلیز رابطہ کریں#ووٹ_سے_بدلہ_لینا_ہے",15,269,739,16K,https://twitter.com/aliya_hamza/status/1749781332257869826
PTI,@PTIofficial,2024-01-23T11:47:28.000Z,"افواہ سازی کی شرمناک سرکاری مہم کی آڑ میں انتخابات پر ڈاکہ ڈالنے کی قابلِ مذمت ریاستی کوششوں کا معاملہ :

 عمران خان کی عوام میں تاریخی مقبولیت اور پاکستان تحریک انصاف کو میسّر غیرمعمولی تائید کے باعث 8 فروری کے انتخابات کے نتائج بالکل واضح اور غیرمبہم ہیں،

ستر سے اسّی فیصد…",56,988,2.5K,107K,https://twitter.com/PTIofficial/status/1749760759817547798
PTI,@PTIofficial,2024-01-23T14:15:17.000Z,Scan the QR code in order to see and follow  tiktok account!,21,246,631,20K,https://twitter.com/PTIofficial/status/1749797959213142297
PTI,@PTIofficial,2024-01-23T14:54:35.000Z,"23 January 2024: 77th Day Without a Legal, Legitimate, Constitutional Government in Pakistan.

Law - Violated
Constitution - Suspended 
Democracy - Derailed
Human Rights - Abolished 
Freedom of Speech - Eradicated
Morality - Desecrated 
Economy - Crippled
Fascism - Unbridled…",29,166,435,26K,https://twitter.com/PTIofficial/status/1749807847779807322
PTI,@PTIofficial,2024-01-23T17:50:17.000Z,آرٹیکل 6 کا نفاذ اگر کسی پر بنتا ہے تو وہ ان غیر آئینی نگران حکومتوں پر بنتا ہے جو بغیر کسی عوامی  مینڈیٹ کے ایک سال سے حکومت میں بیٹھی ہیں ۔ پنجاب میں حالات یہ ہیں کہ کوئی سیاسی سرگرمی یا کارنر میٹنگ تحریک انصاف سے متعلق ہوتی ہے تو پولیس وہاں چھاپہ مار دیتی ہے ان حالات میں شفاف…,43,1.4K,2.9K,47K,https://twitter.com/PTIofficial/status/1749852064736334333
salman akram raja,@salmanAraja,2024-01-22T21:59:29.000Z,"Chaudhry Waheed Akhtar & son who hosted an election walk through Canal Bank Bazar & Main Market, Lahore for PTI candidates for NA 128 & PP 170 in which I participated has just been picked up from his home by the police. His front door was smashed open in the middle of the night.",98,1.6K,2.9K,213K,https://twitter.com/salmanAraja/status/1749552389223313421
Jibran Ilyas,@agentjay2009,2024-01-22T21:30:06.000Z,"پروپیگنڈا الرٹ:

یہ کوشش کی جا رہی ہے کہ لوگ ۸ فروری کو ووٹ دینے نہیں جائیں، اس کے لیے دو باتیں کی جا رہی ہیں: 

۱) یہ مشہور کیا جا رہا ہے کہ پی ٹی آئی کے امیدوار دوسری پارٹی کے ساتھ رابطے میں ہیں- جب اتنی تکلیفوں اور مار کھانے کے بعد نہیں چھوڑی تو اب کیوں چوڑھیں گے؟ 

۲) فروری ۸…",214,5.1K,9.1K,196K,https://twitter.com/agentjay2009/status/1749544994388529250
Moeed Pirzada,@MoeedNj,2024-01-23T03:49:29.000Z,Dawn’s survey was professional and comprehensive but Editors were timid in not telling upfront that more than 67% of Dawn readers support Imran Khan & only 1.2% approved of the PDM parties performance! Please save this News story before it Disappears! ,86,1.7K,3.8K,124K,https://twitter.com/MoeedNj/status/1749640469376651637
PTI,@PTIofficial,2024-01-23T14:27:26.000Z,این اے 109 جھنگ سے پی ٹی آئی کے امیدوار شیخ وقاص اکرم کا اپنے حلقے کے لوگوں کے لیے ویڈیو پیغام، ان کا انتخابی نشان چارپائی ہے,51,1.9K,5.3K,46K,https://twitter.com/PTIofficial/status/1749801015187280252
Awab Alvi,@DrAwab,2024-01-23T14:46:20.000Z,"— کراچی کے تمام ووٹرز —

پہلاے : اپنا شناختی کارڈ نمبر 8300 پر بھیج کر اپنا حلقہ تلاش کریں۔ 

پھر اپنے حلقے کے امیدوار کی سرگرمیوں کے بارے میں اپ ڈیٹ رہنےکے لئے درج واتس ایپ چینل کو فولو کریں 

اپڈیٹس زیادہ سے زیادہ شیر کریں یہ بات یاد رہے کہ اس مافیا کو شکست دینے کے لیے عمران…",10,120,288,24K,https://twitter.com/DrAwab/status/1749805770089402825
Aliya Hamza Malik NA 118,@aliya_hamza,2024-01-22T19:06:11.000Z,"گزشتہ 9 ماہ سے جبر و فسطائیت کا ڈٹ کر سامنے کرنے والی عالیہ حمزہ کی عدالت پیشی پر لی گئی تصوریر۔
انکی ہمالیہ جیسی ہمت کو سلام،
عالیہ نے جیل میں ہوتے ہوئے بھی حمزہ شہباز کو للکارا ہے، اب لاہوریو آپ نے #NA118 سے لڈو کے ڈائس پر ٹھپہ لگا کر انہیں کامیاب کرنا ہے#ووٹ_سے_بدلہ_لینا_ہے",37,729,1.7K,30K,https://twitter.com/aliya_hamza/status/1749508777378824411
Hafiz Farhat Abbas,@FarhatAbbas_PTI,2024-01-23T05:21:04.000Z,عمران خان اللہ کے سوا نہ کسی کے سامنے جھکا ہے اور نہ ہی کبھی اپنی قوم کو جھکنے دے گا۔  آج عمران خان پابند سلاسل ہے تو اس لئیے کہ اس نے اپنی قوم کی خودمختاری پر کوئی سمجھوتا کرنے کی بجائے باطل کی آنکھوں میں آنکھیں ڈال کر انکار کیا۔ اُسے پسِ زندان ان نامساعد حالات میں بھی اپنی قوم…,16,286,827,18K,https://twitter.com/FarhatAbbas_PTI/status/1749663519811789209
PTI UK,@UKPTIOfficial,2024-01-23T13:00:51.000Z,"PTI leader and Advisor to Imran Khan on International Media, Mr. Zulfi Bukhari will be speaking at the Oriel College, Oxford University at an event hosted by the Oxford Majlis. 

Mr. Bukhari will be talking about the challenging situation Pakistan faces today as well as the…",5,104,250,12K,https://twitter.com/UKPTIOfficial/status/1749779224590799049
Shahram Khan Tarakai,@ShahramKTarakai,2024-01-23T08:05:41.000Z,The raid on shewa village camp yesterday is backlashing. It is uniting the people even more. People must not be deprived of their constitutional rights. This will cause further chaos. People are expressing solidarity and have come to vow to stand more vital to the cause than ever,15,115,366,21K,https://twitter.com/ShahramKTarakai/status/1749704946939986153
PTI Khyber Pakhtunkhwa,@PTIKPOfficial,2024-01-23T18:55:56.000Z,8 فروری 2024 کو ہونے والے عام انتخابات کے حوالے سے صوبائی صدر پاکستان تحریک انصاف خیبر پختونخوا  کا اہم ویڈیو پیغام! #اب_غلامی_نامنظور,14,433,1.1K,15K,https://twitter.com/PTIKPOfficial/status/1749868585764204891
PTI,@PTIofficial,2024-01-23T16:07:54.000Z,"این اے 129 لاہور میں کیے گئے سروے میں پی ٹی آئی نمایاں برتری کے ساتھ آگے ہے۔ این اے 129 سے پی ٹی آئی کے امیدوار میاں اظہر ہیں اور ان کا انتخابی نشان وکٹ ہے۔

اپنا انتخابی حلقہ معلوم کرنے کے لیے اپنا شناختی کارڈ 8300 پر بھیجیں، پھر اس لنک پر جائیں: http://insaf.pk/election2024اب اپنا…",37,201,619,24K,https://twitter.com/PTIofficial/status/1749826299487805608
PTI Multan,@PTIOfficialMTN,2024-01-23T08:52:56.000Z,"امیدوار حلقہ این اے 148 ثاقب محمود مہے نے ساتھیوں سمیت پاکستان تحریک انصاف کے نامزد امیدوار این اے 148 بیرسٹر ملک تیمور الطاف مہے  کے حق میں دستبردار ہونے اور مکمل حمایت کا اعلان کردیا
امیدوار این اے 148 فہد سلیم راں کا بھی بیرسٹر ملک تیمور الطاف مہے کے حق میں…",26,568,1.6K,30K,https://twitter.com/PTIOfficialMTN/status/1749716835627577715
PTI,@PTIofficial,2024-01-23T10:43:36.000Z,میرے پاکستانیو! فیصلہ کُن وقت آگیا ہے، اب ہمیں فیصلہ کرنا ہے کہ ہم غُلامی چاہتے ہیں یا آزادی؟“-#اب_غلامی_نامنظور,120,2.9K,7K,59K,https://twitter.com/PTIofficial/status/1749744685625598454
PTI,@PTIofficial,2024-01-23T11:59:23.000Z,پی ٹی آئی رہنما شوکت بسرا نے کہا میں حلفً اقرار کرتا ہوں کہ میں ایم این اے منتخب ہونے کے بعد عمران خان اور پاکستان تحریکِ انصاف کا وفادار رہوں گا#اب_غلامی_نامنظور,90,2.3K,8.4K,64K,https://twitter.com/PTIofficial/status/1749763756979347538
PTI,@PTIofficial,2024-01-23T13:22:32.000Z,"The police immediately acts against PTI’s campaign but cannot or better doesn’t want to see the rallies and Jalsas being held by PMLN.

The complete democratic process of elections is being dismantled just to favour Nawaz Sharif. Absolutely shameful!",66,2.1K,3.5K,69K,https://twitter.com/PTIofficial/status/1749784684484038987
Zeeshan,@zeeshanimranpti,2024-01-23T17:13:21.000Z,شکست سے خوف زدہ مریم نواز کی پی ٹی آئی امیدوار کی اپنے حق میں دستبرداری کی جھوٹی خبریں چلوانے کے بعد ایک اور چھوٹی حرکت: ضلعی انتظامیہ نے مریم نواز کی ایماء پر #NA119 سے تحریک انصاف کی تمام فلیکسز، بینرز اتار دیے جبکہ مریم نواز کی فلیکسز حلقے میں ویسے کی ویسے آویزاں ہیں۔,15,386,725,15K,https://twitter.com/zeeshanimranpti/status/1749842768170451396
PTI,@PTIofficial,2024-01-23T12:55:02.000Z,پارٹی پالیسی پر عمل درآمد کرتے ہوئے پی ٹی آئی کی ٹکٹ نہ ملنے پر میر محمد خان احمدانی نے پی پی 290 ڈیرہ غازی خان سے پی ٹی آئی امیدوار سردار محیی الدین کھوسہ کے حق میں نا صرف دستبرداری کا اعلان کیا بلکہ بھرپور انتخابی مہم چلانے کا بھی اعلان کر دیا ۔#اب_غلامی_نامنظور,57,2.2K,6.5K,71K,https://twitter.com/PTIofficial/status/1749777760665411824
PTI,@PTIofficial,2024-01-23T08:48:10.000Z,"Another beneficiary of the insurance programme is Shazia Begam, an elderly woman from the area, who didn’t have money for an operation to improve eyesight. https://dawn.com/news/1807950“When I learned about free surgeries performed in private hospitals under the Sehat Card Plus, I…",43,366,873,25K,https://twitter.com/PTIofficial/status/1749715637272752575
PTI,@PTIofficial,2024-01-22T17:10:22.000Z,بیرسٹر ابوذر سلمان خان نیازی  کا پاکستان تحریک انصاف کا میانوالی کی عوام کے لیے اہم پیغام۔ #ManOfNervesImranKhan,74,3.9K,11K,126K,https://twitter.com/PTIofficial/status/1749479632682782885
PTI Politics Update,@PTI_Politics,2024-01-23T14:07:25.000Z,"Breaking News Okara!
Imran Khan's lawyer Bilal Umer Bodla who polled 20,000+ votes as independent from PP187 Okara (New PP189) has withdrawn in favor of PTI's Tariq Irshad and announced support for complete NA137 Okara Panel
Both were Present Together on Rally Today",21,572,1.8K,28K,https://twitter.com/PTI_Politics/status/1749795976246952305
Adeel Raja,@adeelraja,2024-01-23T11:54:29.000Z,کرائے کے تجزیہ نگاروں اور صحافتی ٹاؤٹوں کے ذریعے شرمناک افواہ سازی اور لغو اور جھوٹے بیانیے بنانے کی مایوس کن کوششیں جاری ہیں،,17,201,701,26K,https://twitter.com/adeelraja/status/1749762524441174487
PTI,@PTIofficial,2024-01-23T17:37:46.000Z,"اب جو نئے سروے آ رہے ہیں ان میں بھی تحریک انصاف جیت رہی ہے! تحریک انصاف کے امیدواروں کو شکست دینا ممکن ہی نہیں ہے! بلے کے بغیر بھی تحریک انصاف کی جیت پکی ہے! یہی مسلئہ بنا ہوا ہے ان سب کیلئے!
- صابر شاکر  #اب_غلامی_نامنظور",58,880,2.5K,32K,https://twitter.com/PTIofficial/status/1749848915707392415
Farid Malik,@StaunchInsafi,2024-01-23T13:38:40.000Z,کرک ؛ عمران خان کا ایک وکیل پوری پی ڈی ایم پر بھاری، شیر افضل مروت کا کرک میں انتخابی جلسہ عوام  کی شدید نعرے بازی #اب_غلامی_نامنظور,22,714,2.1K,28K,https://twitter.com/StaunchInsafi/status/1749788744323092612
Zαყαɳ Iƙ,@Zyyan_Ali,2024-01-23T18:36:48.000Z,تحریک انصاف کے لوگوں پر ظلم کیا گیا چادر چار دیواری کا تقدس پامال ہوا تب یہ سب جماعتیں مل کر خوش ہوتی رہی اب یہ عوام کو بیوقوف سمجھ رہے ہیں عوام کو سب پتا ہے جس نے جو کیا شعور کا پیمانہ اب بہت اوپر چلا گیا ہے مصطفیٰ نواز نے بہترین بات کی ہے,5,282,780,16K,https://twitter.com/Zyyan_Ali/status/1749863770858328398
salman akram raja,@salmanAraja,2024-01-23T06:44:29.000Z,I met with the family of Waheed Akhtar Sahib & assured them of my full support in the matter of his abduction. I have also taken up the matter with the concerned authorities & have been assured that Waheed Sahib & his son will be home soon. This should not have happened. #NA128,38,1.6K,4.7K,72K,https://twitter.com/salmanAraja/status/1749684510223134977
PTI Bannu,@PTIOBannu,2024-01-23T12:22:53.000Z,پی ٹی ائی نامزد امیدوار pK102 ملک عدنان خان، چئیرمین ملک شریف زمان، ملک یاسر خان، ملک شکیل خان، حامد خان ایڈوکیٹ، چئیرمین صابر خان، ذلفقار خان کی سربراہی میں قمکوٹکہ ساقی میں گلاپ نیاز خان، اصغر خان، نصرت خان، فہیم خان، نیاز خان، شعیب خان، بحت اللہ، ہشیم خان، شکور خان، فراز خان،,10,64,253,11K,https://twitter.com/PTIOBannu/status/1749769673065787702
salman akram raja,@salmanAraja,2024-01-23T06:57:24.000Z,آج صبح میں نے وحید اختر صاحب کی فیملی سے ملاقات میں مکمل یک جہتی کا یقین دلایا۔ متعلقہ حکام نے وحید اور صاحبزادے کی فوری رہائی کا یقین دلایا ہے۔ جو ہوا ہرگز نہیں ہونا چاہیے تھا۔ #NA128/PP170,23,1K,3.7K,73K,https://twitter.com/salmanAraja/status/1749687761852924382
Taimur Malik,@taimur_malik,2024-01-22T19:09:22.000Z,"Thank you to the supporters who made this song for my campaign  
Multan ka waqt badal raha hai!  #InsafKiGhari #NA148",16,383,1.4K,24K,https://twitter.com/taimur_malik/status/1749509576700125406
PTI Politics Update,@PTI_Politics,2024-01-23T07:10:55.000Z,"Breaking News Bahawalnagar!
Influential Mian Abbas Joiya withdrew in favor of PTI's Shahid Amin Akuka from NA161 Bahawalnagar for GE24.",12,400,1.3K,41K,https://twitter.com/PTI_Politics/status/1749691164381622411
PTI Politics Update,@PTI_Politics,2024-01-23T06:38:15.000Z,"Breaking News Mandibahauddin!
Influential Ahmed Bashir withdrew in favor of PTI's Basima Riaz from PP41 and announced support for PTI's panel on NA68.",20,310,1K,36K,https://twitter.com/PTI_Politics/status/1749682940307739125
Firdous Shamim Naqvi,@Fsnaqvi,2024-01-23T14:10:11.000Z,"Some important questions from Bilawal Bhutto Zardari Chairman Pakistan Peoples Party (PPP)
Ex-Foreign Ministers of Pakistan#فروری8_بلے_پہ_ٹھپہ #ظلم_کا_حساب_ووٹ_سے #نظام_بدلو_پاکستان_بدلو #Election2024 #کراچی #PTI #ImranKhanFightingForPakistan",13,162,409,14K,https://twitter.com/Fsnaqvi/status/1749796673059180819
Musa Virk,@MusaNV18,2024-01-23T15:16:04.000Z,"From making Voter Parchis in 2013 elections to standing with My Leader in 2023. 
Grateful to  for countless opportunities given to Middle-Class youth like me. 

Follow my journey on TikTok: https://tiktok.com/@musanvirk?_t=8jH83hsw6ni&_r=1…",33,371,1.2K,37K,https://twitter.com/MusaNV18/status/1749813253654594026
